tx_hash,pool_id,amount_x_in,amount_y_in,amount_x_out,amount_y_out,reserve_x,reserve_y,slippage
8gTocGbeNsz15kZTUuSQMayJdujgr7b62zqmA4nqucpa,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,0,3651,1820,0,50002452,99995133,0.0000018199689
J4o43u4QeMQreLKpYaPE9VRdqdo3bBcCqu5oEPz42szB,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,0,1670,832,0,50001620,99996803,0.0000008319918
A4UycYnnitAAKxDwAHi4bMzGZk6KbudTsu4XTTgKsW4c,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,4066,0,0,8107,50005686,99988696,0.000004053526
GjJh3KSQLpPRtNgRApLz1QQRMoRYY98JLW8BsKSisYfQ,0xab3336a29821fd27706177af172ccddf67e30622eff365cc630e3f2f3c550534,0,1076,536,0,49996801,100006420,0.0000005360057
6WCaaJB8XPzYdfEboYuaZMeXfaeEnWGDieRPKdwuf13f,0xab3336a29821fd27706177af172ccddf67e30622eff365cc630e3f2f3c550534,0,3399,1694,0,49997337,100005344,0.0000016940066
FtuueTjjj1DxDgvEm68RRHsK8uVkRMC6JmkMinSngxxe,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,0,4147,2067,0,49998019,100004029,0.0000020669993
4z6QxepAyUspcCj7L11X93N8DLmosyDhjL5tmgSofxPB,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,0,4783,2384,0,50000086,99999882,0.0000023839766
7Rgw78gUZYkgjQAVmM7y7tSLEbjSXYHkWBqkP6Qz9779,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,4832,0,0,9635,50002851,99994394,0.000004817461
8VmL5wE8NMJTKRykYSP86zhHaR5pDkfwDsFo24YaYwz2,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,2373,0,0,4731,49999178,100001742,0.0000023654695
2Ee2ETuAotuxiGaxGjEUNpTtGyoYo5pKhGe6hWBoHZ5T,0xab3336a29821fd27706177af172ccddf67e30622eff365cc630e3f2f3c550534,0,2199,1096,0,49993701,100012640,0.0000010960227
EJG4jej8pBJqHUudMUUDHtUgx9b9RWcr3VH2uYAb4nx9,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,0,2323,1158,0,50012309,99975593,0.0000011579376
8oEpxBVEjFDzkuavF57trRkkBhSjKzb2VT2r6PXZwW6f,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,0,1078,537,0,50011772,99976671,0.0000005369736
3W22XNVvjSDSwtMyrEqXUNtWPLZvuUe5KjgQKjF6id2M,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,4906,0,0,9781,50013467,99973270,0.000004890666
DRGmmZj5TBRUGZC56wqycychg5CCAEwrnJWVtG3ZeZc4,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,0,4570,2278,0,49996900,100006312,0.0000022780075
4s1tXoh6be64SEgHxV4qQ34ygHHhVKRoys4HHJcCrXjq,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,0,3639,1814,0,49996805,100006473,0.00000181401
64LJ11kWreNweUTc2N8BwBgQmbJGoyMXxEYLeXJLBMoc,0xab3336a29821fd27706177af172ccddf67e30622eff365cc630e3f2f3c550534,3856,0,0,7689,49997528,100005047,0.0000038444023
5Qm3S7kjnM1ECFYnwANv9aFwmbqFXEc7X1MqkjB3TkEi,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,0,4647,2316,0,49998861,100002487,0.000002315989
9GVjdiWmD9eWzQPW5Up7AANv2XzdFqFNV9ruvxSs22qY,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,0,1512,753,0,50001177,99997840,0.0000007529942
EgyPvoZeRPw8enWEkxQkuti4BnjRgSxi9LN6G6w4d5B9,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,0,1374,685,0,50032034,99936201,0.00000068491033
HgUay3T6VGC8Xjd4UttKAXVoKdxx795H532G9dT6R5QM,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,2526,0,0,5035,50032719,99934827,0.0000025178028
2gezDQkBLDbaqtQpQdSqANTWf7D853iCiN8mW8H7qbJU,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,1075,0,0,2143,50001930,99996328,0.0000010715033
7tYT7vaD4b8UdqtFTUCLcNuPVcneYWQtQK8piWpJ7XQ1,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,2576,0,0,5136,50011256,99977785,0.0000025680877
8N2jovMnqwmchRwVkAWzpoXgLe33uWGDu7nz7QHPLou7,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,2158,0,0,4303,50003192,99993852,0.000002151508
4NdRSXd4ShVTMu9wyXiejczEZhQ7wFnH4hfAinq2AKQ1,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,2173,0,0,4332,50001034,99998155,0.0000021659891
899TiRbXUTJJeyz4XwLnHQHyA12pjC9AzEV7CaKN8nHA,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,3388,0,0,6755,50008863,99982580,0.000003377572
5j5pnBHTsb1wtZSNUsHwYjkaKFFVt9EsE8b7QZxDwTjB,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,4070,0,0,8114,50012633,99975075,0.0000040571363
SW45xuusK7rkcjCtpQK4nJ9S9BaBBPbq5e2j6tVjSs4,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,4063,0,0,8099,50032703,99934996,0.000004049961
294iVdpnj3AjCT4Amj4bddjF4gD7zN4gtdnmFpWjFqGS,0xab3336a29821fd27706177af172ccddf67e30622eff365cc630e3f2f3c550534,2459,0,0,4902,50009413,99981378,0.0000024510673
6B8S9wGuvFGCQ1Jyu4hbp8LTuD3zaFZsWP3BLPEqd3MZ,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,0,4309,2148,0,50005475,99989335,0.0000021479345
G3XZiciCP1PFd2AqtEVEcsg6BPhip7T9oS99tMxaz6eW,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,0,3215,1602,0,50008563,99983189,0.0000016019349
969vd2Q7LjwLC8v1voa5TusBjABP4DyDhi5A8UVALvwj,0xab3336a29821fd27706177af172ccddf67e30622eff365cc630e3f2f3c550534,1461,0,0,2913,50010874,99978465,0.0000014565543
Cjxn4GmTnjPnXURrKhQMxU51BXTGxX9Y8wiXCGo5sp6f,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,4991,0,0,9951,50007623,99985026,0.00000497555
FdAiVDxbttiYQihNqLjDcgJ9aBLnRzLBuRLQp5BNK2oB,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,0,2779,1385,0,50011713,99976949,0.0000013849274
HbCMs75R68uaQicbfQhz1DeKq1XnkHWmJjKiXgEfbq8k,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,0,4326,2156,0,50013272,99973829,0.000002155867
BRnaRwrC9bCXibpTicjf5M9ioyxJ29CDTTDiXiUS6xwm,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,1767,0,0,3523,50013480,99973426,0.0000017615812
6Lapucmpbc3a2CW1vCqyA5nhYDsR5oEkofXs2zcWoaFS,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,1800,0,0,3588,50015280,99969838,0.0000017940953
FTrmmqJUbvVSAG1nUVXQgasTEoikmwodrU8BuUdSGF4h,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,0,1573,784,0,50033187,99934088,0.0000007838935
D8B2GpffJJU6hzHYJ6EsT7ESRYQMtN4JN1e8aN8cPpWt,0xab3336a29821fd27706177af172ccddf67e30622eff365cc630e3f2f3c550534,0,1081,538,0,50008781,99982667,0.00000053798
G2Rvi2SYQdcyq1MWfbG3oQ1ir1bXbrZ1Mfxyz2QLBFQ,0xab3336a29821fd27706177af172ccddf67e30622eff365cc630e3f2f3c550534,0,2112,1052,0,50009319,99981586,0.0000010519564
9iLqaTuWaec75FdcPPsMSM8LbAewmM5Sd8CckFerYqii,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,3006,0,0,5993,50018286,99963845,0.000002996681
FgNEYWi1qUrfMBNLud8CfhJKmYDY2JWx9U69qaijK3tY,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,0,2562,1277,0,50017009,99966407,0.0000012769066
4ZPgYLbZ6go8fJiWLsZA3pY1YLixAembQEZfBFT9xpzV,0xab3336a29821fd27706177af172ccddf67e30622eff365cc630e3f2f3c550534,2314,0,0,4613,50011095,99978054,0.00000230658
5qyN5hUTzdJAwf4wCXb3iGnjPVHc6J5j4bqWoD2cdPyy,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,3059,0,0,6097,50038928,99922656,0.0000030489343
9nc6FgjCUotChVGxamhUQo64kWxWW35j3Au1YnzNwHiG,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,4401,0,0,8772,50043329,99913884,0.0000043866785
JDVLXg7DzScpu3Us52Cdo44arNEusK7aYRWejJMHuZv4,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,1968,0,0,3922,50045297,99909962,0.0000019613378
gKj9dp31Sgpy5tWVbce6AxPfubk9Ma9oAmbfBoXE7Dm,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,0,2658,1325,0,50017329,99965805,0.0000013249012
6iF9c1Aj8sboUPGHo3UPdyebgSY43dWYVagk22ErL3T4,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,0,1962,978,0,50025282,99949963,0.0000009778973
CAomj4vmCgpb73hJ2mkjQTqWe29z2XL8w2DQZWFoatz2,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,3590,0,0,7155,50048887,99902807,0.0000035781445
6Vzt6w1Dqhx4BrG7tJrhGQ1sEu4ktSrCYvSEXV3SnzxS,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,1892,0,0,3772,50017197,99966029,0.000001886114
EHKdKdUqzryAhgHLnT2J7buWv7Fbrdku55JkoHvbKn7k,0xab3336a29821fd27706177af172ccddf67e30622eff365cc630e3f2f3c550534,0,2351,1172,0,50012787,99974708,0.0000011719346
5LXyXkKNVjRsB9zL4S5QCQ9anNk1vxKWLzGKuukzF1HU,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,0,1754,874,0,50019551,99961348,0.00000087392857
3LDjxsmax5LyXFY89itLjQsohhzisj4RYvhC1Wy6eSAx,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,4950,0,0,9866,50056072,99888499,0.000004934003
6Kb2BMnXJkHbPgqfbRLoN1qaxBwGuMgWrExr9Sb7Tp61,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,0,1264,630,0,50018921,99962612,0.0000006299507
DAF8JpKo6Ntno2fyHBCDZYyGsFkEUZ7MixSBhkSKZVkA,0xab3336a29821fd27706177af172ccddf67e30622eff365cc630e3f2f3c550534,4921,0,0,9811,50017708,99964897,0.000004905748
Cs7ASCiNEAMfKCf2JrCqnHQQVVYmSwmo2FnAgMaPeyiC,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,0,1013,505,0,50019437,99961618,0.00000050495976
Er74PoBv66dJvondFFJHVDaqgRRH1gw2B2yz7fQgzCy1,0xab3336a29821fd27706177af172ccddf67e30622eff365cc630e3f2f3c550534,3777,0,0,7529,50025830,99948706,0.0000037648297
G53frwX3TCtbAztrLeNnY7hoVie6bSnPhYfxqY7Mu4jd,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,1452,0,0,2894,50020889,99958724,0.000001447111
HpXCwf9cJM2xR8R4suKmEiyWv1f24jh1ZLKQbSJsxZHJ,0xab3336a29821fd27706177af172ccddf67e30622eff365cc630e3f2f3c550534,0,1945,969,0,49999031,100001945,0.000000969
DyCnPXAv7AHeFh5T8nBFgBN7XHyrj6dTR1Y1p315C11Q,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,0,4019,2003,0,49997997,100004019,0.000002003
5SiLYtxFsTY7dqiT3U4b88rzukz3MGFY2ANXXVRTDw23,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,0,1080,538,0,49998280,100003453,0.00000053800255
9hudYqJ7dHaH3kKDScEfXTRZiLzBh9cTXL5FgGd9XMnC,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,4190,0,0,8354,50002470,99995099,0.0000041769713
96Cbfd3FZTWNNKLsGebnTpJ4WGs7hzvVRmFhMtU6kteV,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,0,2373,1182,0,49998818,100002373,0.000001182
GFMDWmUPtFjKUdjsahgypxGfKZZzqrh1jH2ZcWWCrMdm,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,4272,0,0,8518,50004272,99991482,0.000004259
6PSuXbhzaMxJ58yJAzv9vXextTHLef34SD3S2ydJFHT3,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,4300,0,0,8573,50009986,99980123,0.000004286597
5cgsRi7LYQVaDeeUFZ7e4EasFoHYD1LGw3B1ptYJosfc,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,0,2973,1482,0,50001369,99997367,0.0000014819831
8J143DrBrQDrYYCWF7jj26uEzj4SJLNZiER1DSiosM6Z,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,3451,0,0,6880,50022642,99955250,0.0000034402606
C9hi2KwGVEhQwQNECNYK2R3sJiQwEDsTLqxeaVRBuoRk,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,0,3034,1513,0,50057427,99885841,0.0000015126434
EYeqXE31m7qGJ6jdWPuRe972on8QdKGGXRx4qB2iCzmZ,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,2401,0,0,4787,50006609,99986920,0.0000023935397
4bxECAsSmFoTdhZmhWsfdApgD84TMhrmDYXajF5odrPJ,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,0,3478,1733,0,50008253,99983601,0.0000017329307
2e8ChPAEPA45xmx8CZadXSsQNczibWAbB26iWGqAe4DN,0xab3336a29821fd27706177af172ccddf67e30622eff365cc630e3f2f3c550534,0,4021,2004,0,49994797,100010441,0.0000020040256
FTtG1SefBSwzAVf2jxkSF2Dv5A4SP6p7T91TdZe7SFQ3,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,0,4377,2181,0,49995816,100008396,0.0000021810174
FYUSncQpPB9M1owZBYqZDNXpMYtvE43waqvmKw3UupZS,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,2839,0,0,5660,50004208,99991707,0.0000028300149
D5XHgMMRi8ndxMyNsUFWd6EGziLuQa6tjSw1tX4LYRus,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,4883,0,0,9736,50000699,99998660,0.0000048679185
GGK3jcp4wg8hbzXmhjSWqRV8EtRycP6nX7tuxsX17FwK,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,0,4174,2080,0,49998619,100002834,0.0000020799941
CuMtVuSbdBsyH84MCYJRQUvWLUZNt4Ywhbcg23sH2Ucy,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,3925,0,0,7825,50016573,99967013,0.0000039126967
GpLDrewuyN2PmvjH8jofTkyCXvtyc5faL4wQp9VCKbCZ,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,0,3578,1783,0,50004826,99990498,0.0000017829528
4WgfkBPU4ZAAB2RFmWc1jiXF6Tc1rfUUiJVgqn5YXkKj,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,3735,0,0,7447,50008561,99983051,0.0000037235707
GuEvMCeb8b81Zp3DRuZZJjjJ8vjuRBxhGiUXhQH6hbCh,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,4395,0,0,8763,50012648,99974838,0.0000043816435
AXY8hdM7t4a7VvXcHmNLVmxHQdhSEUuPehqwwdmzGq3v,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,0,3106,1549,0,50055878,99888947,0.0000015486443
7qRJk2Yf29Abg51AyDbyV67GW6r5UgpxVmgrEaYTKexK,0xab3336a29821fd27706177af172ccddf67e30622eff365cc630e3f2f3c550534,2163,0,0,4312,50027993,99944394,0.0000021562212
Ev8yBQ7dibjyZx8ucU8vnfBBfRSxckauYN3Y2jnunQQf,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,4953,0,0,9874,50021526,99957139,0.0000049373257
Hc1CyTThA7NW6a9FyA18S6QEhdxW3c2SrL3kaofmstHP,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,1738,0,0,3465,49996717,100006702,0.0000017324647
CbgXma1AJ1A94T6X5z6cozDwFwAGGZtWKcJp77e4f1Uw,0xab3336a29821fd27706177af172ccddf67e30622eff365cc630e3f2f3c550534,2947,0,0,5876,49996648,100006764,0.0000029379257
5cuxxyZSk5kU6WNWdTyHe8Z6ZJL9LKjAvsA5MFmHYH1o,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,0,3855,1921,0,49994979,100010167,0.0000019210238
HF42UWB4CGWDxaSs8ubDUAqjXT4t3HYyt3FzYFQGmPsh,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,3783,0,0,7541,50025309,99949598,0.0000037708232
4KM96TZ3r3omdc4DxPdsXh6LqxxoXgmPVNkSwC4jixdW,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,3636,0,0,7249,50013415,99973421,0.0000036246402
E1JC9PXkivYDzUhPbcDzBDV7VXoEwhNX1NDP8ymPj86S,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,2267,0,0,4520,49998984,100002182,0.0000022599697
5EattLTnRrwUPWbQ8UtQGSudUco2Ek56SFMuh7yYMEVB,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,0,3999,1993,0,50009779,99980670,0.0000019929062
FbXH7qj9x1UkYukJUa5PZFe7PDmwquBCmytAh1Aiu3aN,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,3373,0,0,6725,50002357,99995457,0.0000033624854
9CpjA5MY7oJ5APBCBzLdkUK8tpeJcAFBNLuxFiukS2nH,0xab3336a29821fd27706177af172ccddf67e30622eff365cc630e3f2f3c550534,0,3619,1804,0,49994844,100010383,0.0000018040242
AD4zTFnaL3GfedHMqDYPJ285oGBpDxuDDj6CWRFiCX2x,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,4884,0,0,9736,50030193,99939862,0.0000048684906
3ZK8LCAD9Z4GUcTjRpTEU2nstUTK3xK19PzbdCRzgHzQ,0xab3336a29821fd27706177af172ccddf67e30622eff365cc630e3f2f3c550534,0,2353,1172,0,49993672,100012736,0.0000011720241
FR1D9PKYUQGea97m5MiSLp5KJNeUF7bsfzgSEjJdS1bi,0x7cf5e02d6f82b1466b865893822b335dacb3ecaa7376d657f55e50540d71c968,0,3014,1502,0,50000855,99998471,0.0000015019858
EV5Wkik3owvdpCTWDXNLzGg7z1zGSDQ6g4e1zmRWgWmw,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,0,4984,2484,0,50008680,99982921,0.0000024838891
4RC31uMWx8SVpnS4vGQ5kGk3cBQSaeSq8jpSDfkYvnZ3,0xb119c71bbaea32585df563f84557f4af6d3c61ff036ab1d09712ba4c781f9726,0,4516,2251,0,50011164,99977937,0.0000022508793
7f17bN31JnhMStRP1mq1jLxtYr2CY27FPxN9EwtDGpem,0x5745bb17be9cb3f68e07df5c02bbab0dec94754ec83a877c7f97e3701f3060fe,0,3130,1560,0,50028288,99943717,0.0000015598138
