tx_hash,pool_id,amount_x_in,amount_y_in,amount_x_out,amount_y_out,reserve_x,reserve_y,slippage
AAS5h83qAhPBuoagUZXrkiuoEjLPwcvLApAkUkdtcNNN,0x0000000000000000000000000000000000000000000000000000000000000000,0,227,113,0,1000005683,1999988784,0.00000011299936
67aRGMTbNittEtBMArtDA9uPyx2cujeYyVtBAzm1r6iP,0x0000000000000000000000000000000000000000000000000000000000000000,215,0,0,428,1000009563,1999981094,0.00000021400203
F5BBSfN373wkeeDw1bXiccqfVoUbPuZUM7yXWMumCcdD,0x0000000000000000000000000000000000000000000000000000000000000000,0,914,455,0,1000009108,1999982008,0.00000045499587
969CyojwzZgnB3fTDoK1PnZV1Gp9CpMidS3wJDy1PtnM,0x0000000000000000000000000000000000000000000000000000000000000000,0,643,320,0,1000008165,1999983870,0.00000031999738
5CKho3hN1MPmFp1J7gfXSw3ahFLqPmz1K4xh32Ts1oFg,0x0000000000000000000000000000000000000000000000000000000000000000,467,0,0,931,1000010119,1999980000,0.00000046550466
BFsQbZ8kGKNpqMQCCPRRqosZpKSAAAfJ42na3d6ikCpL,0x0000000000000000000000000000000000000000000000000000000000000000,996,0,0,1985,1000010104,1999980023,0.0000009925099
BvSBcWwaAv6LAGiRitrX6t1x84cVjf5cjRNZvnqSyqEo,0x0000000000000000000000000000000000000000000000000000000000000000,0,837,417,0,1000005796,1999988557,0.00000041699758
9rwfcGGCAYTyQ2bbRFaebyfsAU3iYaAvfdskH7YpV5BK,0x0000000000000000000000000000000000000000000000000000000000000000,0,262,130,0,1000007050,1999986088,0.00000012999908
AkzjGFGGpjykcFbxHKp3mzQToExVrVmcgg5KkNLvM4SA,0x0000000000000000000000000000000000000000000000000000000000000000,572,0,0,1140,1000005657,1999988823,0.0000005700032
HRcZ3q8rMK49eSCFCMa1pNg1ESQ5tpguq2SZD1DJ52Mz,0x0000000000000000000000000000000000000000000000000000000000000000,0,726,361,0,1000006064,1999988036,0.0000003609978
D13Xi9NRuS3CfsPaVq65yU7B4HRGZkcExUmmFqUguYj6,0x0000000000000000000000000000000000000000000000000000000000000000,221,0,0,440,1000008386,1999983430,0.00000022000182
8AGTVa2vdc1PVi7iJmi3dByVKnjnrhBjLtnxE5rzTVkb,0x0000000000000000000000000000000000000000000000000000000000000000,0,304,151,0,1000009953,1999980327,0.00000015099849
BHTZJrMEe5Md7nwVHXNExUwwoNTbLjsyUbhjEyTnC4Wn,0x0000000000000000000000000000000000000000000000000000000000000000,0,865,431,0,1000006213,1999987720,0.00000043099732
DNprLs6WFyxB5MTAGe3iv4BcEtZcXz3r4HP7id7K6Eb2,0x0000000000000000000000000000000000000000000000000000000000000000,711,0,0,1417,1000006511,1999987159,0.00000070850456
AShuWpvgCvVkqNXuVe6mkCaLLVupo16UuwJ8ta4pDP1C,0x0000000000000000000000000000000000000000000000000000000000000000,738,0,0,1471,1000006425,1999987310,0.00000073550467
56m3p1cBzNUfurDEHE1qgNV83RMpuYwqhi57wvoJoLgn,0x0000000000000000000000000000000000000000000000000000000000000000,0,363,180,0,1000009927,1999980406,0.00000017999821
FUDeZBgXzGVR95pHng28E6GKm8AfyhwYnttNgDqSVRoj,0x0000000000000000000000000000000000000000000000000000000000000000,661,0,0,1318,1000009889,1999980477,0.00000065900645
2c2uYBHAcbA2ZCkU1mCiVF4vcXwpMqQsNzBGYhQxhGsb,0x0000000000000000000000000000000000000000000000000000000000000000,468,0,0,933,1000008485,1999983227,0.0000004665039
3jLa8dZBwSizwtw4TvPYd5sUotM1v58FjV4MpfeTWqoJ,0x0000000000000000000000000000000000000000000000000000000000000000,0,513,255,0,1000009365,1999981520,0.00000025499762
CD2LQopxsMa8kQuHdzaQa5MtyCQLezkTNGEdeer59LuN,0x0000000000000000000000000000000000000000000000000000000000000000,0,487,242,0,1000005687,1999988781,0.00000024199863
6EKf9gG5CYZFqf4MifKLyeJ3GGtAU9yPT7qe1byi7sUo,0x0000000000000000000000000000000000000000000000000000000000000000,246,0,0,490,1000005929,1999988294,0.00000024500142
Ay1jFnm7hFcyr8paSkwNSjisyxdv8HJEcGR6KwEa6Wjd,0x0000000000000000000000000000000000000000000000000000000000000000,0,360,179,0,1000009620,1999981007,0.00000017899828
3oKqnUtpZSYQgAtodKUFiSfLCYWbVjFrouWXqCKp92RQ,0x0000000000000000000000000000000000000000000000000000000000000000,967,0,0,1928,1000008017,1999984160,0.0000009640077
3yLBBSbnGvwUgzB7fCRZsWneXut7UwtUpBifC7EVGEsh,0x0000000000000000000000000000000000000000000000000000000000000000,228,0,0,454,1000006292,1999987582,0.00000022700141
F9q1DkJ1nmeT6ziZuiMLPRycoyUPhd42er1e4ipiDaM6,0x0000000000000000000000000000000000000000000000000000000000000000,286,0,0,570,1000005800,1999988576,0.00000028500162
Dh8yiW2sjhPJw4dyf9CnkQnTMWe2LmicJewZbS9qttCB,0x0000000000000000000000000000000000000000000000000000000000000000,844,0,0,1682,1000009348,1999981522,0.00000084100776
FFeqmwzwNiJL9Qg6CA1xDgdH17afG2fuCwRZDhz7cPE4,0x0000000000000000000000000000000000000000000000000000000000000000,710,0,0,1415,1000008504,1999983204,0.00000070750593
85boeqcNdiGWCc49um2W8pvynWszKS1cMRky5YrdP57d,0x0000000000000000000000000000000000000000000000000000000000000000,0,275,137,0,1000009228,1999981795,0.00000013699874
6wmJrDvDc88PsNJGNVWM3Gvff4r3ZYWfNCyxJu1nMFFN,0x0000000000000000000000000000000000000000000000000000000000000000,987,0,0,1968,1000006644,1999986855,0.0000009840065
HA99JifumpJqh3LsFFJVz2bAvHTcMi399mVfbXb1y17A,0x0000000000000000000000000000000000000000000000000000000000000000,0,714,355,0,1000005651,1999988870,0.000000354998
8HCWjVdCJqmrCWcksvgtpFmMAqFQ7PCveoPBDkxR3Jxw,0x0000000000000000000000000000000000000000000000000000000000000000,0,951,474,0,1000011301,1999977698,0.00000047399462
BtUFsz8pMxmuKv5yuWTBeho1f3rB5cWKmQmPSwBfpBu5,0x0000000000000000000000000000000000000000000000000000000000000000,828,0,0,1650,1000018013,1999964387,0.0000008250147
2p1UKN7mXr3LeLtECoBcn48vp65D8F6TfvAkDguwegWX,0x0000000000000000000000000000000000000000000000000000000000000000,218,0,0,434,1000010107,1999980043,0.00000021700217
BMXKdKVhgjvJHimhtHrYCPfdvfWuRNWREEVe6Nz8yZKQ,0x0000000000000000000000000000000000000000000000000000000000000000,855,0,0,1704,1000001899,1999996247,0.00000085200156
379kzHTChHRusMMi8BoiFET5hersZaZvtZgpSiQdDMqf,0x0000000000000000000000000000000000000000000000000000000000000000,0,720,358,0,1000001974,1999996104,0.00000035799928
3Gj4xBGErbw26UXgUN9SphoGhifj45UvQAXmuuy5RCQ3,0x0000000000000000000000000000000000000000000000000000000000000000,0,340,169,0,1000009799,1999980647,0.00000016899834
7r5Ndd3rZtHqML4qM945JYXpJs67oVwyndDeq1ghK75g,0x0000000000000000000000000000000000000000000000000000000000000000,929,0,0,1852,1000017335,1999965735,0.0000009260159
