tx_hash,latency(ms)
xA42cMsU45jbqZKXseNAGYwfG9HZVfX6ZQQQ1Emzd2w,5345
Fw3EKz8Uc7N8cjpbh3EYto9VKgS8tZrWHx6eShcAAZMT,5346
2x8umn6qcmjAJsYT5FUKGUEmAddAjqkAh1fW2VnNTfuA,5335
7C36LWTfEPgrTduMt7WiSFkqwuX4D4xJkrWdBTq3khm1,5349
9REG6AbMGhHsN76WvXUNYgiuE7rXDfoC1f3mEJMv5JWp,5350
GMVQUizfPE35o6geY7CByLsJvqgVoWn7ajqbwJaz2wCj,5353
3sZTjG8xAKPwugZ423hj4Nka9V44Dr1XFPWSZkgNDUQE,5247
4fCv8dEe5UMdatMQ9iiFhdvdJbovcjxPyMhc3EUsetr1,5357
3qqs99QuwtnYJFRcbYe2PAbfuZyxikZSxjqnpjqW7kG5,5345
BNDxecsUECWKFwrCckWfoWYQ9tWQbVF69hWBsmEtSzB1,5349
GxvDPqpCYdoVqPgPB3pXavRyo8BriS6MMECjafFi83xg,5359
GjCFzst3icYs5NUCi5uMr7hxmHSE6YTaWcFeWAFHEXPw,5359
6viCMFDhRiEojoKLYnzyP3M3NvyhnqbUtAXNEQGGNMY7,5344
ncXuWqTQtBJUfSoAuwo6NwMKbW83zi1EF9nz5o9Eyuq,5359
B4i8Hcrq6EsKJ5KsAogfvxcS2hhhuj6cABJchLN6GYm,5350
HCkjhqWjiUiQDYprk4RFQr3DavKbwRgg887Z3Y8QJ2Nv,5368
73E1ZiQJqHMb2Jrtp81NvsGL8HBhG49cse9ys8f3MoMa,5363
46W2tUqY2qAHk4k15BaRv3SsQXLuw9fS4getXSBZxnU5,5354
5bZTis9wsrRFf3TBBCCQ25FGBrzNsehB3mECvXan6eSV,5369
7diHTEjdPGaiC9dyTHBYjv8LfGPQtjka8JjBxg6bQpma,5363
GxTUbQD8uzygikqpfYNXTyocKabHcrarxnw3VpkbiFo7,5359
FEFuXMaZUCeBLPLxdA99WqXEwq7g8s8Lxfo6sseamfem,5369
JDN4Fz2Wn3KZhLb9Zry8VZLS2LCTSerxu6LtHoamAy4D,5369
5mU5m3kAtC2L7EUamoHtyJrQdWoWEhEmUhJmZLsRMTVL,5364
BnY4qxXJnEhXvRjRiDmeBWTxxJobiqarYWgoUWr1ZXnS,5358
AHj8nvHfMNpGkQAqR7vZ8LZseSK666UZBoEe8iKfrzVN,5370
2wZyyUm1RDtigJeqsPuPJSA9dPL4djqyy6FNR4oyB9M5,5360
5f6vxCWNzwxjpYDGoNajQEKKiA3779FWNyZgiuwSPBY3,5370
DAXvf3zmbTvRbhZoSpeyLnErtW1dBwkiFe5nqjdUmbHz,5361
77KznRaLnYZXbzb5SSKCVXij3b2nhuPwEjLmCPKiR4Ly,5365
B8zPEuDpa8diK1vyiTRHnkp11aAYYQgCnkWVuFRHuA9R,5361
BRQVe5M7sRBZqCovyphNtKDFmUFfFyJTtUh7DFkKdvNP,5372
CULUpaSKi4gnMwmTJ57wkgLZbRD4JTpRGAQMoPgo66RL,5268
EELG95oTpMko3QUdjnV41bfHZ4wf7ZeYeyQBKVDUo2Si,5373
28An7eEPcgqv7ZWwgzvMkiPm9ZXHsvAyzP82MPbj6Fqp,5369
