tx_hash,latency(ms)
5Vw1E4XVjo3KLWGxuSKDxs7scnKtLyeCp2UmK4kpQjGz,985
2NEKuEtKwjc2XYq56fufQbKG6CiB4qbnprZ52FdhSFkk,901
G63NwdBEu2nMhtG2PXCh1Mp7V3JtmV6e9ukaisuYv1Qc,909
8jki1NUgpYDrVHkoG3aUYqUnvAjx9pMpr68uXxE8L9up,975
89CLvsMLrtMNvTQiGKK1WnnrNV59czuj7yP8BhqsEEJM,988
EySWr71d3P2Roms5pLVfQMwRMdapGBvqXodxLnbJg1Qz,1009
HaChFCMKm68cAzaE4k9TZ3NPwc4Bb9p3c1JSvYz7rgAD,993
2whAawmheoJ4RpK9YcRWDzXNpMwHJtEMNSb5Sg8JUAv1,1009
Gbe1B9r6CyPXRdgMdeKt539fjVnE7Bjr8R2N3haMN1qG,1009
ENdKndis1DYQ2fXn2frrbsepXSEkwqn7i6xtAHTFXsDe,1093
B9tymooRHyBquZVSgEt5NAgrwgmJQqypQWPfD3vyChro,1093
CxbUvLi4Npv5J3w4s6Y1SNvu5i6Y9tXd8q4NTgpSvGxo,1010
BS7kfM7HbJ9merZf1jwnDoZaEeByKGPpjNjgFL5e6Cj5,1008
7ixJ4okGtx6NCBpTQUwJRvRzoxdmanb6qf4656vsyYri,1010
FH7DE8BhMrUF2Kt7Xpb4h39AinBm6YHatYweDtbHoXxz,1037
599tUmE6tszv97Lhp61bDuDyMiBLwrTFa6cKsNTJpFSk,1123
EF7RX9R9FdP9MbAWJs329DvWrekNPmCWzht3uSWpRngG,1040
b22GxG1pY77W2cxoqeqsVirrdTqXYjwsSGeh2mqE2V1,1137
CrgMaSpTkmtSHXbqGYo6hTwwBH1eKrsJ6GjNvVobxXTC,1166
3jpA2iWa8nCmhND118nDehctQdDMTmxKZdQhj1L1RqcT,1092
J8CyvsAvG57Unbiz4CHx7RA9VuUtrdLigcvM77bV417u,1092
8z8367uk98dCVt5a6bsaaLrvNKrLBmaRPZzKpke5ocnc,1637
26rTTz4wwC5u9TTbLWsWNnEyByMgodysSMB7JSC5Jrmn,1664
DcojXxgM7rXLAPgiNEC92ar6XmKhYCzMRRKh7vWiw1BK,1733
78ciqALz9Qi1ztSi42NZkmzWtXff3xAsge57QfvcQaJ6,1762
B37z69tZfyuo4Ca7xEs6SPW5bPWTkJc7gcZND6u3pjAM,1673
HzE2yH6HGvM7R1AAdcVJNUt4v27QVppU9gRr7sK1BXLv,1670
9p9WQSWqCvVFyH5WVyabZzCUCPqQSpLq8sEm6rSxEFjL,1681
PQrtnEtU28JWbxDFMTCAzV4ACM6kTpPuBK1uBCRRvbD,1681
DU9DnuVtrZjkqMggXLaajFMcKVv1T485yKBxPSCEYdep,1775
7oQXbJC2fJFRJyGj69AuFEUuZawdut5SMneoUr8JGQ8Y,1688
AtXb81oSakFpiEfkw6DURScswagGCk62Nud2VJdzayYF,1689
9ahCK1WtFBeS49va47go4SYJhNvzxrRTLwFGfDho5fa8,1691
4bzCangkh4bSSpzqEX2KXxEYa44mqbBHUDb3DJudeoYV,1772
HwexGp6snGmNLrRyFNBzPS3aDpyPXWf3j2bCEEhMHFFN,1694
2Y7vapuHxTWF6nqDQ6imLRa4gBaY2S6oAf7GEScnwVwi,1782
BxkJ3DK3r3rVWiNQqrLf4Ja1UUvpbWBhDt7WQdUkH6DV,1782
2A6VZi5stvB61od9QRn6U5wCfyeB7RygvUaB7J4YHWtP,1696
6iVJoLrJoS2pKwDf1maFpevcGXJ7Noyhy9VSRhkT3w7C,1767
AfUF1yNpsuJYn8jcCbxmPMWEXYwcd4uCSg2A4gouEsTr,1698
7fRSG9Voz5XK85cwvHg6id3VD4MbgUPrPbx3wmpbaH6G,1783
3VaBb8xaDHU6Ab1mVnjKKBwVewDtYEzbi846b3iDjYpF,1791
7BSAgjwGQCNH5p5YC2mWeP2rs1uWEtttD6mVBUF6NaF1,1784
GK3JGj6cLat8qnz9baQehRz9bAbpVLpFWBD8AgT1g9C,1786
DEax7ktzxccvCiNN9uxyArqSTC1sZ9DBU4LqF5HewBha,1768
7s7BLCBG5xGWqnZ19rUVDeZNNLAEqa591X4GSsZLf724,1786
DYjCSqv1JNwi95mfuo49mkdGh1QfJyhb1HUym1igY87A,1698
GZx3YGLqoDusRjMKKTUwsHAmsKXZbYC5Ef5sp8hNSTBU,1789
4sVBsQXaP8tLp1NTanLMTR7ezrXjgJERaxdfmZwebJ28,1786
BKzjov8G6T2vydM4qci6x1uAYZVnwe8XCyAP1raeD1uZ,1698
B3K1TP1RsUmyRVF7EF4ztj9pJ1bU52GhU5gaFnZiZjXF,1794
Dc1hkb2yGyE9ePsPGv5Gy5K54a4ZsSYdzekpci5hSKgh,1788
BLbQL2t7jc6owawBQRqFvQowy39BE3LcMynm2Ruq53ot,1701
E2Xd5u9cfJ68pykN2aSBEK7RwQGSfcwMh6FXVCMdPVBw,1789
BymuAiJUpTsusbdBt3k3jwYpUcbDzWcRc53xAXrcpHhs,1699
377rXtfRnx6AfgpLEWgibJnjtSgkM3VbHQpLcpJBnhYR,1789
AFfcuwZ8jvZ5MQ2EHHt5RsCjdKC9JgnqA2jQScFU98YT,1789
6f4fGc7i25gEsS2j8ZVejiixbbHgG1Wm68BKRfFbzAoc,1700
6nbbaCD7gLncCoLBGoETs2Vne8eNzN5Aiuu9dPMTmRis,1706
4ioyF6wLaTfZ47Cqu84MBnjyftBoxgZZQ4gRD3WCzDcH,1783
6HBfGMkSGRkwR8VUbT7vS8bgzNFe7rxtxig1i9KcZN12,1783
JCjxcztCWjDwmZm3FPs5cjADxxMmZVq42MWLZjDosXQg,1701
BAZRXyG2gDp1LVcu2ahKd4EoQfnQCmzVwhso3YAe6QSS,1707
EwTM8gBCaefsjN1Gdu7VdVRvZcqCypX6yHmwsGdBV7UL,1705
8dtPeNxRb6h1PQF8TBxqm9tDkqtEDmKbf9xcFAk5Qpiz,1704
9rwZcmoKiVTZ3qm1S4tLLcwDzpci8a3cWx3pYBCMfgr7,1793
GhB8vSKXKPW5KbhkGeGGXuYe5FxtaP4F7ATAgYMcEe2,1785
8uANvhgqRyrx4S1G6pjHe13GYdrvpeBQqbuwGeR3HXng,1709
2pUrMFsDYTjDWiKHs3VobXb43PaSJdXhVQPqKXgBDEtY,1707
CWJKCkndtrwLYgVWXfx7EnM9FbvmVsvEjDeoLLsWzAv,1709
GznUPzorA6Uz8fnJk23YTjFLiyTjAnBfBdaBRXQGHQkm,1709
6NHU4GTJ65Tk6cHF8tfY7RVAYKL4mVsbtw8o8FzccYyv,1785
BLxooRrcw44efxwgbby43cZfY9gG8MrCndMJFzsjccQT,1800
72GHWnpoWsL2TqBHkyKGU1i2NdqajWR3aR4vL7DHzwic,1714
HHVDuKw1Ty3U7NAJgdhLAj558Vemq2NryG2hteV9FyoM,2414
2rBdi4tgqet1DaD3sqicqFFhFhmDiLDuJfbK18CeKAeB,2425
6bT3bz2WZjewSWnkhJ65xNKaMLAo4KGdYaswAE5kNzZG,2425
FxQ8pRA5HXspjHBxdBwW6jGPHXjMKRKsCdmFmAPERw3K,2426
HeBTqyxHW3qJQBw9Yv31nNpLTTVn72JTbtm82yoMeUnj,2426
AtRJkmVbR9q6LZJQ1kMuBd3wBzbGgYdwNTudV84t1wwB,2426
79Epv7xb31TkMAnp2gK8nDNtBLhiJzeqEawDXKnEedfG,2426
2trXeyDj98iT3QJdFEja3TW5box87YxRRVZQKy9thSsN,2433
EmkUYQhbfZdLwzt2HVZWgPQ4hbXWdhZ1rbEEhVojXf4j,2434
76ze9hf6NGCgbeiSphiUu521ntSJgg6HJwzbFRekLpLP,2434
Fw1hvyMweuNtT6yRDFLNzymraS9bgNBaqCdJ5TqJAQpU,2434
8oMde5vNLajwd7FMtvxMKkCwtaCAj53ixbu1b9nfgSCa,2438
6rnxVk97obWG1XMPBeGRaLzZ5TfVBjpx7iDfUjVnWMNA,2441
EDPN9hzzRPjSHZNiGEZ8zAckKEjJDYKXBFw5of38hS7p,2442
51ebxL18ySjNYGAWjeLrDjFG6r8Gyo6TZ9oN2R4rzw2Q,2442
7xLdfHiHf26Rpi5JZLfoEw51em8Q2VJdsopYehBrRfsH,2447
G3pi4WuvQN7t8tGMFax9XAKKpU5ZmxnXu7LcP7NXwaiv,2447
GQr3aHZMXXkUv51mZ6hzvjC6jfXMaRnXYKXgH8ca56Rb,2448
5t6AmCUFPCgkQFy75eQUwqSiFPV6FbjQxVCtDA9SNLDC,2449
7sd2iHacyBajKKVCKF1qo4wfShfJ9aweSmQi9NZHfZ6,2461
EnJ5AKkzyikn82UCh3ZLXyDR2GHyauBPMZ4FKYmQDxss,2462
4ZFw2nAde22XTF8m5fTjpCnvmqUpZQLf8BX8S65kTZvz,2467
smPujiHxyaEFRJLpamXhXW2TXJ3SG9NBN9nGSnKkbpB,2473
2tHDbdrc6DS3ZVfY7B3ztT4md5ocXVSQraDXu9dFqHLZ,2496
5SRmv7NRdkvh7WMsWtbsxEsaNKN6L67uwfsX9cLP3uNf,2498
B6btRUT5sc9yR8XLfcqS9K7KtK5rySw46M2bt7JRSDcv,2498
2rcB3hRSVQhLKsgqUBttnsi7JRDCSctnL5xebYj7s88j,2500
HDqUvMQwYdvN6fNfEXkHZvjNHgkD56BnVfCAg3eLNdn3,2510
BUhdHgdTRs2KRXRdow6ZxeYv5E55jC8UDK4qiPUZAP1B,2510
9Rouj3mF5m6tWWF4AZy7hpSbyhVu3crSCLJdAPT9yf6J,2513
AAGdPV9LrRWpT9TUb7inp6kkHQ4ynCnngNYQaKybm9Wj,2518
EuTbHi3c3sixzVyZPgMyUQNpCqe7AuJ2SnMcfKVf1gqo,2520
CLQsdd9kmK44MeGD8GxuckAuGyhQuDi9SWt8VP8hAp9g,2525
BmkqLpeatciTfgsiY12VmDoxkFJNJ1tVco34URkCx4Bm,2525
FKt8VHaucJ1iqQu4Fvo4Rbsox2e38hnH55q7tBCWcyGq,2532
J7GiDqDTvVv96uZW4h14g2zVLTi4Ffi3CbVUrEu1dzoi,2508
26fV31hB95pksQFB5zvQxWshFW2jizbJExawResieC1N,2532
29bSmjdBcXhznRWFUNd91MQDzVSSxRgtnmEchivYRVWj,2532
3vbjGmedNYuSxBHTYWUY1HVgjTfpdh7vLJG8SKUXZega,2533
HpuhpTmYjBkBWR4jYvKuV2mZodWip5Ufpx4jAWCCUqn,2526
7mErB6vvJVEb6x8SQzHfEKRxXXMJy3ed5wP9m62Lu9Kw,2526
AfXSY3TjN1eJXSnaG4BhAaXEoesh4MvU14UvnwUdgWsH,2536
5hyk9An9htVPqCn6B1hwne6sBF5hwfKqzUQz1V5eXh3j,2536
71RGi6K6t2ETauPSjCfq1kJdMyS6eKvTGqZJMkJeHpr3,2512
9haLzSywNwnhfreDAZqYEEhG4h93FVhBFKYwaQR6WcKF,2537
G8Sf1GVm6AgHwzCA58ybyorbFFZnVCucoJArqMbXJvog,2441
DYWkcC1hdbyL4ik8EmbkF9GJppXa6fL9Gia4SxPBYqir,2445
DqzYQisoBMS85EAFiHUrvSSVTmPWdB9r5uFxUWzfmFL6,2538
EdcJGnVvxU4DxJEn5uSAAfbmpSJxaKSvbXEkrej5vgPD,2530
FDhyCn7yyBkQm2pCLFtmNzzoZrb5dmk81oawKBPTcNRq,2538
64UxFqGMge38MyRLDAv8ppAn4EZ4fh8PztT6926givRf,2446
3Lhagd6MMobuBEhtAodPJn74URGEfFfnK7b257h25Qso,2539
3MVue4YGf4XVVmiGbEciDPzK1HBCa1oAztib8CbtwwT7,2539
7TDqBLrfnVhWJz3PhdkqoDRnrN2gV1Q4vXLyptvFSvp8,2519
D2RT55TpS9HCZ5g1LZpk5wL9eB9D7Qz6wHn8ByeWthMh,2545
47z4bANd9GnumQDxtYqb5Sn7HRNtxrbYrfKA9tp79uqG,2537
6MQoTPTJPW2akRYwucD7ZJwzYxx6aGg4vN1x4nnFyPzc,2544
CbpczhGbCcRfMn2RmacPtWjDzv5qaeSh3dSKK1Xa6S7r,2545
4AZs2RM3bnFcx4RBhcTqHy1S3QYq5zDDpdwi6vYwfo1f,2545
TUZft1fyaqqAzdUkyUncM6ArGkHUbz9V4GMuRmkfSep,2545
5c5k4ZuGBgvayMzdgE7iK8SL3FN9F2QLukieBog4q5cP,2545
3UsMiRxKgVboAzF5N4Jyy9RMVMtTWG7RbNf76mcKApk6,2545
2Jw2omKgKscPRJUJZmRHDNPJxyNPwUcSUAmGqUZE8ArX,2545
