tx_hash,latency(ms)
HZGsCeb42xpyoKmVQZzhg2RmJjihr8mX8Dx6NR5Do8X5,718
7zMxRxdqZpcVVyQ8d9CwwQox3dGzPGD4U6928ooXNnCF,713
9kyat4uPMF6gK1hoHenUMRVpJyrewgy99nLpdcYDmBNw,712
7fzYQCmbR5PGYV48gtwKnzVdBjfAAaf9NADJQ8bLT4DQ,713
8iE9bAHRoVHHsuzEzpxHCwJhb4wdMD8JcbRnX5n6daQG,712
DuqhdhWWWnKSJ57Hsmcv8fKE9Ryn3CrZTdyyrwsDfdy5,721
AMaFCG3bsrb81zcPCAurd5Le7Zi1Tkddwx7PryfPkNCy,718
3YBbhF1YkgAH1iBN9yon9U8xcUA4JoS6DMU4nPDkNmV6,716
799c7vgkGkUWsW1bsAViQuPGwsMZ613VdBMAcw198v56,723
BGJUiQFhNKD8wE1hbxBQaEmJeeFzmADRT3wU8mevo8Dj,721
opzr64HDvgtMEXHaLEJSLMHsNxDRuSoEDYAinZVqHyi,922
3q7bTKMZaUp6LYtkhVF9r7UHece93ADbw1oP2Lya3KEp,926
8xw31ZJdKoM39kA3tfYxf1CTvJMwmGb4juZFrsXAA7if,924
2MMjC6eKqoM3yCvji8Xw4K54KRFrsGtzQ5znA82sHbLE,925
CnoRkmRuNtT42RiLvJ3q4wnfHqsHUUP6KgbtauGgWq5T,931
DheUvQPtnS8WaSoqxWKCNzVPLxbyTkwPbCtUq8pTYu1C,922
DehtbbzREWnvLvniGYpjQvoEVNVX92e6TaKqkFdgbiNX,931
BPJ7rAdxTt24a9PmqeqanJzEsHK9DCaaf6j4TVfFVa5R,929
2eBZCthiT5XMe9tjkJTy7A8wLtPVVgrTiEpN6MsiWLvx,925
DYDqedHtVq3tz9rTZYcJM3fS3B9Cro7duvaveSimo28w,2457
2knHv9reaRr28BnjvCsXoJpiDxxZ5NNrzzzSPQQPYCGz,2456
FM4qGH9BKtGajwLbFfyre2FB7ggso6A7yQiYxCWa5wmM,2456
7bMdE1azAosiH5oya5U9qy8BLcL3svFzJULDiNAjm7p8,2460
55qvL9PKD17Pam8KFoYeb7xLjDLMV8EGyEaJHVqfJ1yJ,2465
HsdWF41EfNiKiUSKSYRDQLX7ubWZkAVF4aNRc7TJHths,2465
FLMvsBDS2F2nDsXQ73QNhoYCnQtzWoxmCgg8n3zixdAp,2464
J7TTuRkshrNUinB6g3YP3gMephr3gKE5E1i3DewTTHLr,2467
2MFCEKrSX96HgYwG9sgMtpET6L3xv3XL2cBM1qV1faYT,2465
