tx_hash,latency(ms)
9soGoq9DYBs5PDLa4nqkMAdGAMBxyDMGABLt49wEoiAd,445
DnL3gDwWQudySmMAiwx99htQWtr3db6N374x8QZHwzBr,552
77J6fQwnMbvdw9L1pNbQkxSfcrtroJqihFL2tyKXUEba,572
CDB96fqCgZP65GnWyAJKbQZUgR58786Ly4fdbLB5QzMQ,572
3RYBS5jau57S6nyaS89FiZstDuJeMFobFqsgWba8b11h,572
HnkKqxGR4PVXTyTAFFS3LhbfBC8WQkPaczyyGaEw4ZV8,576
HsdLB6boyea3mj9mWxszUWYdJg2dFQ2EPrAxgLbD5NRj,661
5hD9AJoBsbGxs338KVntPxnfCmfpBxa7TeduZF29ZBJc,664
52ahFrekfxBzZEUDvVGFHHfK3SF7UvDRrK3wREAxUpoW,664
GoCcgPpEFfZ5tKBgwyYXHEu9DtVVvzYEaW5qdxj4uJQ9,696
HU77nhftUvussxRrVZkP4Dr5AP7hX4UA949QVhfbztoE,1064
3LszJ2PFNdwhXrFGgcQtxG24YvMVmyxEdMXW9fjDtW6r,1090
2niUUASmLFC76HtX7tzMZa4DyKiTAKrhzS3wR5dHprP8,1115
92wa8Gt4vpzSj2KuHgWMASGN6hw6guADrVEnfnsYHZNL,1040
CBUuPtejoWcivLprV9G1AYrzvMgoyt8sCxQmQz9iWjdV,1113
A68kQ2rZzdCWrJXrUatpDQpsV5xfn5LLu4ccjbd7KnEN,1116
B8WxPoMHYcFiEtVd59LdQ3p83tGT6KctaT7TzNdD5w4r,1120
Bt3QnTssskfgj2zQQsA3TkiDn7wmUUiUJvd6rUMdZC6L,1042
BTakxCFRpPBeDWynBzYVkiLt6oMVAjCLc78CKUu5H3eP,1057
5Noa55K2UtUk7bZsWXgLfu95LGfdKSEMoE58J4tyu9AJ,1057
Far2yX6DpEgvCdGWd3qP6ga1TLVTuQqcFb4rLyKQu8eB,1054
48MR4aYVp9EfkE63RxYAZ9ZYYL4QLTcWddgnzaV8ntdG,1131
7rFAfb9X4ULo9afXXXW7s1jbvpoyzuZjz5ioFrXKBwrn,1132
CLzMCugu2Vk1uGayxoj3esNrz23gUmhn9UbKcKUjp32y,1075
3zW9UR5GCkHMfKCBp749SwXJL7Xp6csY47vm1LSCrer3,1075
AexjRKhJ3q6xxjwZKA6LVomcbYJobyk8pbjQZN7idoD2,1078
6ArqeedRwAWj6xzhNntiZx8QuNTZnzgTdvwphTi2abwm,1153
FVSGHzSDqrVQLvKyTZNq1dWjgzz9NGD2UvQBALa5zpdw,1073
7yupNbZhZ47vLQ8FJ7bCmfhvxRvm2fwqzfPQxGgcS2CX,1152
4dADsftPui4gFAAYW6FbEeNwthJUkCjrqQssfYKTt9QL,1154
6o7jGajBPPsLSmex9vHWSgnf5gvkuXZvfL3JVTeZEhK7,1074
3M3NNg8ueBZTfFLF41nCgs5KpoNJCaJH8RDFFhdaN2rq,1152
DwPPpvDwqVBccBHwvgbhS81jTs5NBeS8YHRN4BU1FYE8,1154
GVqoAQP2EsgxFeXMX27ezgzq1w18Ac5pSLC3mZf9ZauG,1155
47Wkxvk9pGum2qzpxfMM9m6MWq7b9f9De6sFp5ast4F9,1072
5kUSQAdtwWc1vP3ownUYErTNE87F1BdQB6CgYrAZVen4,1155
8Gj8PPmMAuxycEo6kukRrYwNmZxZ6xLswAYvLe7GkMR,1154
GWiT4LDjeDtMwtXjv1YxAURfgcacemr7vGcZAF78Vieo,1076
3dkT24hsYdr6aMjX5ECYxHXpuENzBPxCwNFfxG5DPP67,1155
HYC9pJNZsNkN6eH9TpbUz4Tv7rHFgjsnqzd8fS5pRG1E,1076
L8UgM4XZsGDxRJUPQMuNGpmvKwAgFREhEsWQgAwa2Q2,1073
oQuDaHixW3B9MNuLtE9mW5x5txnz8VUfV9Wh5axkPjf,1077
Ezn7xGqFT8CbgosNpLpTNsPFpGHW1xc1fRMkkgrAz1xc,1155
3FkEb4YB8FHDr9ngXAX1bxHn2Z27QsFrUFnPVpYhQUNV,1077
D4noUkBiHP5kdAkwuk4SjVRTXWVDQu3hu9vZC4H4Fsmk,1155
7TcttWUg13fZ2yDd6dKBkrVoR7j6TmX63T25KRkKocqx,1156
2cdmctr7WWDtvn4JHex6eyDUNEafgErnnNxRKmFiNsUS,1155
3Kg2S8fJr6QUg8wSWbZUGXsLm4BR61o8okJh5ihXThyp,1156
2eeMLM5a1wva7SjkDy6Cp6QdGdkrzGuZTAPLgujHfAMU,1159
G6HXE8a4qeTvDAJoCjxwB5PtBdV5dv7qXAwvkvavRcHm,1157
JCsu9xkbunSgExuStU3NuYtvcLFRtXTEQJ96W1SsqiW7,1158
DYN8nXkR3qzyC6pxeb3Nxy1UKRFhUmdGYuMuPkPuSYe3,1158
5kduc5j7mq5tUuR9e786d2mTyyLcySpVVwyZLYEdc6WS,1160
3Hb3kGZ1YKoiNBH7aEQdhghgYdsZUpE5t3iYjVo5Cfg9,1159
nQttLPpPFv3yB3QZgQQ7iYSNo3dT9Qkjy8LGtBLFtr8,1083
5F9C8qquZSuGzqBrxYbU3K1evBs3sFxUB7bhDSfCqkQT,1159
BBGKbdGhtQhTCT4XfdYbU3Rho7nYk4u1Z7SxXQV9WRLW,1159
5c1UMXsptSyQu6Burt1Qwb6hzrPjqru42QxgTXgN5bZh,1160
JDinop8qtRcm88F8NbQPssxgQzrhrKHAHQbd7kp3jnEV,1086
HjxLhPxjchQQvHsFL5NcKgtGB1ZNexBhKTKvJd46ZAeu,1078
41tnKemyGsgbHmRCCC18GHhj7QT6o8WeSUpUbZGKQWQC,1160
jbTVBrSpSABNz31cERyGFEFnaCY4Gei2QwxBGibyYQf,1161
5wSw4guH5594GUJBVAwDkRbeTGxpVkv5ysaaih9rfME7,1159
AsUTGPqu483Fb3Qcr2o5eLwM4SeZuhBTLopaP2X8UEKU,1087
Gbo4ETWR25TyKbXjZAFwm7roZGhpECmAw4XFtrwnoMBZ,1085
BDf9KiFFz4fkyDQQ7Dr2xWaE3sjLWc9BEHY8793WtYF6,1160
