tx_hash,latency(ms)
7BMiUnuwWzXKV36RZUBiFDKyKs7r2vn3KgFkd8BdGSWA,733
9QSSj3HpnWW8ZtgDUimxwEHdPXVaaxKhm9MbXWkzNJBJ,728
2TRSuVeXsi5gyUaGoiX3cvrqk8L2Cp1XGkhYtwMr7QaS,732
AB2GYuChUPgJ4jKkxqwTTLqrSaYsMSkiGa7WjZeEW6Ck,746
Em5hVfSbjQTekTT2raPqagBbG56CxJjaueZwRtwBu16Y,747
YiUMtE73CRfSp62bmNwHS9bc8u2QAGZz5d6SBiArE6G,698
FDoG5wzcPHdUSW1iBkYfxoHP6igV8aZ7Z3MNDgEGKzvb,751
Ev1skByXPh1kxHvZJAouXpbQn3xqjqjWzVG6MKtyoPpW,883
CjKKfssXvotJtpscKbFSs7ANUZ3wa4SaBNeG46Xgo29t,883
BDEGEHRcGYTAotTVxkyM8fneY6tnv1rG6dRFHp14JUDx,883
HxQDrgXMP4nTSPTSu98AkxdQREDdi1UWf4AKPPwWuPh8,826
EgxPjo3VXYR92Q63fHEwGwUKf8CSmTaq7Df37231NFs,881
5czPj2SaK25EN2r31mQ9i41bToXbGM1seuMaHgs6Tz5G,884
2F2356hqrUFadNWYkaLG1KbJge7YFskAChWJWWmDXM9w,884
CcdGUsz562xPmj4KbWxYeg5QmGKp5UXmADzYbD8FoZUk,936
kL1PBVnLPyTNLBRpt9SWg7MaMKF1CHdY1hrW9ewfY9Q,933
7XNCvardbeFZRAM4ctM5ujhpXZ1m9ZeHj7QDzZnuoN6q,938
3p22yZr7eBuNUJuhqvJ31pPz5ZWY7PTDa78VCSZRkmNN,939
97eThEKhMEcY4We1NrRw7esj7JwBGHMBrpxqXsykNSK,882
AWmx6mrbEWiT4hpgvpzrQaad4pSUEq4yy7CaEQLcU8oe,940
CzoC9vdLoZk3A269REvdZ1KFZVQzXd79qTCupK6yBR3Q,883
FPnmwPYmKzQjAXGhBiSUf5DmDGapmXnXpgiW1UXu5AgR,942
CCQYE2y2R6p3UikVFwE5jyvadU7Kn5WXXRFrCRJ8Ckyz,938
5YE3HVjtkTzFiE8QiQYfc93n7AjGtwTBZF27n53dWvu1,941
GTdfeaYr8kc9RD4ZJZ9Q9YAVCiPuJHuy54s3Z5rXijUA,945
FSnAHuHeeyWJjyH3Jz4E4QvUUh2DwMpKaZMYUyrF4iti,948
