tx_hash,pool_id,amount_x_in,amount_y_in,amount_x_out,amount_y_out,reserve_x,reserve_y,slippage
CaX62za87jGijK5ztWhTTVHQjWfNHdjo4skkgyNUchEj,0x0000000000000000000000000000000000000000000000000000000000000000,3608,0,0,7194,1000015642,1999968981,0.0000035970556
CSscwdsHW92eTtDUFh734M6vT94eogDgcvxEJsH4qDNv,0x0000000000000000000000000000000000000000000000000000000000000000,0,2425,1208,0,1000020391,1999959554,0.0000012079753
4TiCGB2fZ2EhCfGMrK3XgvH3DiW3i9RKJWbKdHqmLxku,0x0000000000000000000000000000000000000000000000000000000000000000,3366,0,0,6711,1000016994,1999966311,0.0000033555564
F8bW71DcBc7C9ZQSBXsfWRyaZp9bWxKT1nyPm4tSbMqV,0x0000000000000000000000000000000000000000000000000000000000000000,3239,0,0,6458,1000012034,1999976175,0.0000032290384
9oAuWexduibjufrefEDJQs2KXB1KM5Etu4epU5SimjXu,0x0000000000000000000000000000000000000000000000000000000000000000,0,2419,1205,0,1000019186,1999961973,0.0000012049769
EpQ9Rq2nC5Eh9R8k7JY3qcCX8Gnps8hM7Yi12qiTWrUK,0x0000000000000000000000000000000000000000000000000000000000000000,1250,0,0,2492,1000018310,1999963765,0.0000012460225
7hJzn2V3yma7ki9RiXAge5UVRbJ7DSymXDodHyPAvpvm,0x0000000000000000000000000000000000000000000000000000000000000000,1317,0,0,2626,1000018620,1999963126,0.0000013130242
3sNfsXq52sjHWGrADnEgjV7mnrRUEHdv5MthgiPmNo3Q,0x0000000000000000000000000000000000000000000000000000000000000000,0,4041,2014,0,1000013628,1999973022,0.0000020139726
88o4qFSCYctFAkNuLDENV2m2wJwg7hqzpdVvYLpzVAaJ,0x0000000000000000000000000000000000000000000000000000000000000000,4210,0,0,8394,1000008795,1999982633,0.0000041970366
EsUgsKjmvHTbzaGZxW6ZNvL9hCkLwzgeJdkno3Qr89LD,0x0000000000000000000000000000000000000000000000000000000000000000,4605,0,0,9182,1000021599,1999957129,0.0000045910983
p5r2qVZwVUkU2WmtZwnHdzN2pt6toCKgrADZQMjks2A,0x0000000000000000000000000000000000000000000000000000000000000000,0,3131,1560,0,1000017060,1999966257,0.0000015599734
4zkyBKkms6YS2xQBrE89uBoxwbdBg7DLaginWhK7P6d9,0x0000000000000000000000000000000000000000000000000000000000000000,0,3779,1883,0,1000017303,1999965752,0.0000018829675
ENr4XESCamif1TyfBcy1szg2SBwSUkRn4hbi4qgYMYbE,0x0000000000000000000000000000000000000000000000000000000000000000,3963,0,0,7901,1000023050,1999954477,0.00000395059
9EnnvpPAT5XJvyhQQUt2AadVBWWwq35FukDcs5itVpFy,0x0000000000000000000000000000000000000000000000000000000000000000,0,3371,1680,0,1000030090,1999940474,0.0000016799495
AyqZF3oVmCyeygSHiXSsWwpQVPiViFYkQ3ikqS2AWKrx,0x0000000000000000000000000000000000000000000000000000000000000000,4868,0,0,9706,1000027918,1999944771,0.0000048531338
6M3xdKyJTTUrYMHdaw3hKhorsNJmAmPFyTfrxKKQW4Lq,0x0000000000000000000000000000000000000000000000000000000000000000,4865,0,0,9700,1000031770,1999937103,0.0000048501524
GsD725YKdpe5d2fbNUka7TR8m63LwTqia1iS6V9cRdL9,0x0000000000000000000000000000000000000000000000000000000000000000,0,2032,1013,0,1000026905,1999946803,0.0000010129728
HHdq2cSkrmfUUfNda2KsP9J17V7KgPZeHXF3wUcJWYT5,0x0000000000000000000000000000000000000000000000000000000000000000,1540,0,0,3070,1000031630,1999937404,0.000001535048
5zzYFMuXtxf6sMVKsf4GegDy7ZXdRgoYyr84FdSjgzT8,0x0000000000000000000000000000000000000000000000000000000000000000,0,2919,1455,0,1000030175,1999940323,0.0000014549562
B5cxsbyP8HP7c66jNmWDxcP4PHMJs6YeLDcc7q1yAbV5,0x0000000000000000000000000000000000000000000000000000000000000000,0,1909,951,0,1000049902,1999901133,0.00000095095254
9qzjjT7dqqkT7FrYdxERnDEpxErbyAXerwMuhRYBXT52,0x0000000000000000000000000000000000000000000000000000000000000000,0,3219,1604,0,1000042323,1999916533,0.0000016039321
EaW6KjK1DQB6shnXR4DrZqXxHkAJfFTrb2t96PhjEg3W,0x0000000000000000000000000000000000000000000000000000000000000000,4281,0,0,8535,1000048366,1999904500,0.000004267704
3xquaB93w789jSNVwfC5err6hzsxAT1dciqKwnNLUyKM,0x0000000000000000000000000000000000000000000000000000000000000000,2887,0,0,5756,1000044085,1999913035,0.000002878125
BGsc21CZDW1co3t4i6TX1QkYkDZXZZ1nKgbSQay98Zpr,0x0000000000000000000000000000000000000000000000000000000000000000,0,2258,1125,0,1000041198,1999918791,0.0000011249537
DHCttRTbBY4XCQEjxs6o6E8iPg7kan7XYsgKYx1jVUua,0x0000000000000000000000000000000000000000000000000000000000000000,3157,0,0,6294,1000049372,1999902523,0.0000031471534
