tx_hash,latency(ms)
FAhNM6XWRzPijNYPutHR3vKCE7zDYnpoAfbWqBq8wMBv,863
E9PoERCmAAFBRMJSD8vBQweCys1r4H9bmvduYhRZUXBo,1033
H56wyKM1wg3qpooza3msVHXk7GYe94fdYMtV3A8UQDnm,913
4r2ZCXFMf6i6AWzV6y5nuQyTZ6sVXcvFrYpHqZCz9cKz,1036
C9Q8pf5J1GwarPX1a1VcKMVS8HHouo12r2iPZWZVvb8b,929
C4iDGD4RUwtrMmViRKKtF9oZeMEp1EG9h7riw9wFwPHb,932
5FMgTSDpByNASQe9UAgVUHBv9SUBHRsRCDCnzPGrSJdZ,1055
6Ej796GGDmKXsxdh1Aa7SwuD6eoFchS4XBP3ZRBceC8z,944
GADmg6MAEX8tXeaex2fF8KXZMemZrmjbN1SYq1PN4AvK,1067
6mGH4q1jb8M6XZSKrDT4nmn7JFNo3LT7wkyuA3DjcHry,929
VRDoCynyoyM3GZd3CybsrutPRjQABKARvyL2q8rsQYB,1070
46gAncRNPJXquS628YCfrer2tGp6ZCLgQjc75hyHxyag,1070
5dg5KZXCjSeBy5UbVPNFn1nJ5nRLu8BwUHUc257BUErk,948
893SN2ZXvY2LPACd6Y6Xr8aWfg4268dafQtyb3hwgMAt,949
6szmGVWwu6ibiy3tds65y96Qoy2ZqhxHEiAqjs2vm8iq,948
3jCsnjP9Ln9XZ7UNjFstFzqmvaNYvQm2QAAMcgVWMLVw,1071
Pf3MxjHLmz7GYZNaYgU7zx5iu3ZJBRMpLGW6WvtQA1d,1071
9hUXvHfremuZG4bDTe5y5mhwCqfSjcMXuZypg6Rs3wBq,1071
oSSAtbExHjPaBLWLDsDWPG2MPDvTuZmAQrNjahYthTW,947
zmf7aQXiRdHAR7WSUGKaka5TnLEUS9bmUVa1aVD7fnr,1072
Hnr64Y4ht6jiuTzQtJBCmLB9QPFPbsSjDKjJhAvix8Hy,1072
FEsbmFPfjyM8Z1y7tgArprchVaNxHVjP278s5mLTySxg,1073
XYPs5qPwQWvdN4kJxAfpoUYUDMuesJWkzK7wW85rGs5,1073
7HDDL8T3YNd3Q2AZ125m8fB1u1j1W6sxsyp9KS7eQm88,1073
3poTMtCzkzih9k86WU18dbQyWQwNh9napRqrCJea5nt8,1074
